12,chen,167.132.187.143,2022/8/27,15,9,16,GET pianhua/130 HTTP/1.0,https://www.sogou.com/web?qu=teacher,302,"['Mozilla/5.0 (Windows NT 5.1) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1063.0 Safari/536.3']"
13,zhang,100.10.156.29,2022/8/27,20,10,19,GET www/4 HTTP/1.0,http://cn.bing.com/search?q=milk,200,['Opera/9.80 (Windows NT 6.1; U; en) Presto/2.8.131 Version/11.11']
14,yan,124.30.132.10,2022/8/27,16,16,3,GET www/4 HTTP/1.0,https://www.baidu.com/s?wd=teacher,404,['Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; en-US; rv:1.9.2.14) Gecko/20110218 AlexaToolbar/alxf-2.0 Firefox/3.6.14']
15,li,167.10.156.124,2022/8/27,9,29,56,GET www/4 HTTP/1.0,https://www.so.com/s?q=monkey,302,"['Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.9 Safari/536.5']"
16,hu,29.187.10.124,2022/8/27,10,44,51,GET toukouxu/821 HTTP/1.0,https://www.sogou.com/web?qu=monkey,404,"['Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1063.0 Safari/536.3']"
17,hu,187.10.167.156,2022/8/27,3,14,12,GET www/2 HTTP/1.0,https://www.sogou.com/web?qu=teacher,404,['Opera/9.80 (Windows NT 6.1; U; en) Presto/2.8.131 Version/11.11']
18,zhang,100.132.167.187,2022/8/27,8,0,6,GET www/6 HTTP/1.0,https://www.sogou.com/web?qu=file,404,"['Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1061.0 Safari/536.3']"
19,li,143.132.156.124,2022/8/27,7,21,31,GET toukouxu/821 HTTP/1.0,https://www.baidu.com/s?wd=monkey,404,"['Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1063.0 Safari/536.3']"
20,hu,132.29.10.124,2022/8/27,0,5,18,GET toukouxu/821 HTTP/1.0,https://www.sogou.com/web?qu=teacher,302,['Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.1) Gecko/20090624 Firefox/3.5']
21,hu,156.143.30.100,2022/8/27,4,12,34,GET www/3 HTTP/1.0,https://www.baidu.com/s?wd=monkey,404,['Opera/9.80 (Windows NT 6.1; U; en) Presto/2.8.131 Version/11.11']
22,liu,187.30.124.156,2022/8/27,16,13,7,GET www/2 HTTP/1.0,http://cn.bing.com/search?q=file,302,"['Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/535.24 (KHTML, like Gecko) Chrome/19.0.1055.1 Safari/535.24']"
23,yan,100.29.187.132,2022/8/27,17,34,2,GET www/2 HTTP/1.0,https://www.baidu.com/s?wd=milk,200,"['Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1061.0 Safari/536.3']"
24,liu,100.167.156.187,2022/8/27,13,43,56,GET www/2 HTTP/1.0,https://www.sogou.com/web?qu=student,302,['Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10.5; en-US; rv:1.9.2.15) Gecko/20110303 Firefox/3.6.15']
25,wang,124.100.29.10,2022/8/27,0,38,58,GET toukouxu/821 HTTP/1.0,http://cn.bing.com/search?q=milk,404,['Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)']
26,li,156.132.143.100,2022/8/27,15,10,26,GET www/4 HTTP/1.0,https://www.sogou.com/web?qu=teacher,404,"['Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.6 (KHTML, like Gecko) Chrome/20.0.1090.0 Safari/536.6']"
27,chen,156.100.167.10,2022/8/27,14,47,13,GET www/3 HTTP/1.0,http://cn.bing.com/search?q=teacher,404,['Opera/9.80 (Windows NT 6.1; U; en) Presto/2.8.131 Version/11.11']
28,wang,167.100.124.132,2022/8/27,4,20,6,GET www/2 HTTP/1.0,https://www.so.com/s?q=student,302,['Opera/9.80 (Android 2.3.4; Linux; Opera mobi/adr-1107051709; U; zh-cn) Presto/2.8.149 Version/11.10']
29,li,10.30.167.156,2022/8/27,13,17,20,GET www/2 HTTP/1.0,https://www.so.com/s?q=monkey,404,"['Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1062.0 Safari/536.3']"
30,li,156.29.10.124,2022/8/27,15,34,3,GET www/6 HTTP/1.0,https://www.baidu.com/s?wd=student,302,"['Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1061.1 Safari/536.3']"
31,chen,156.124.187.167,2022/8/27,0,30,10,GET www/2 HTTP/1.0,https://www.so.com/s?q=file,302,['Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:2.0.1) Gecko/20100101']
32,hu,187.30.167.10,2022/8/27,16,5,39,GET toukouxu/821 HTTP/1.0,https://www.baidu.com/s?wd=student,404,"['Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.9 Safari/536.5']"
33,wang,29.132.167.124,2022/8/27,4,55,15,GET www/2 HTTP/1.0,https://www.so.com/s?q=milk,302,"['Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1061.0 Safari/536.3']"
34,li,167.100.156.143,2022/8/27,13,19,39,GET toukouxu/821 HTTP/1.0,https://www.so.com/s?q=milk,200,"['Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1061.0 Safari/536.3']"
35,liu,100.156.143.124,2022/8/27,14,50,5,GET www/1 HTTP/1.0,https://www.baidu.com/s?wd=milk,404,"['Mozilla/5.0 (X11; CrOS i686 2268.111.0) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.57 Safari/536.11']"
36,yan,143.29.30.156,2022/8/27,8,44,20,GET www/6 HTTP/1.0,https://www.so.com/s?q=monkey,404,"['Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1061.1 Safari/536.3']"
37,wang,132.156.100.10,2022/8/27,14,28,38,GET www/6 HTTP/1.0,https://www.sogou.com/web?qu=file,200,"['Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/535.24 (KHTML, like Gecko) Chrome/19.0.1055.1 Safari/535.24']"
38,liu,10.124.29.100,2022/8/27,5,17,4,GET pianhua/130 HTTP/1.0,http://cn.bing.com/search?q=student,200,['Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:2.0.1) Gecko/20100101']
39,yan,29.124.156.143,2022/8/27,8,9,53,GET www/2 HTTP/1.0,https://www.baidu.com/s?wd=file,200,"['Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1062.0 Safari/536.3']"
40,li,30.143.29.156,2022/8/27,11,29,44,GET toukouxu/821 HTTP/1.0,https://www.so.com/s?q=milk,200,['Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10.5; en-US; rv:1.9.2.15) Gecko/20110303 Firefox/3.6.15']
41,li,187.143.167.30,2022/8/27,14,36,39,GET toukouxu/821 HTTP/1.0,http://cn.bing.com/search?q=milk,200,['Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.1) Gecko/20090624 Firefox/3.5']
42,zhang,143.132.156.167,2022/8/27,14,32,33,GET www/1 HTTP/1.0,https://www.sogou.com/web?qu=teacher,200,['Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.1) Gecko/20090624 Firefox/3.5']
43,yan,132.30.156.187,2022/8/27,13,9,58,GET www/3 HTTP/1.0,https://www.so.com/s?q=teacher,404,"['Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1063.0 Safari/536.3']"
44,liu,167.124.187.156,2022/8/27,13,15,37,GET www/1 HTTP/1.0,https://www.sogou.com/web?qu=file,200,['Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; en-US; rv:1.9.2.14) Gecko/20110218 AlexaToolbar/alxf-2.0 Firefox/3.6.14']
45,wang,187.29.167.100,2022/8/27,12,29,30,GET www/6 HTTP/1.0,https://www.so.com/s?q=student,302,"['Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1061.0 Safari/536.3']"
46,zhang,156.167.187.143,2022/8/27,14,7,18,GET www/2 HTTP/1.0,https://www.sogou.com/web?qu=milk,200,"['Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1062.0 Safari/536.3']"
47,zhang,132.187.167.124,2022/8/27,4,12,43,GET pianhua/130 HTTP/1.0,https://www.baidu.com/s?wd=monkey,404,"['Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/531.21.8 (KHTML, like Gecko) Version/4.0.4 Safari/531.21.10']"
48,chen,156.10.187.132,2022/8/27,14,49,41,GET pianhua/130 HTTP/1.0,http://cn.bing.com/search?q=file,302,"['Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/19.77.34.5 Safari/537.1']"
49,liu,143.100.10.156,2022/8/27,2,29,6,GET www/6 HTTP/1.0,https://www.baidu.com/s?wd=milk,200,['Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)']
50,zhang,30.29.124.132,2022/8/27,2,53,37,GET www/4 HTTP/1.0,https://www.so.com/s?q=teacher,200,['Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)']
51,yan,143.10.167.124,2022/8/27,15,8,34,GET www/2 HTTP/1.0,https://www.so.com/s?q=monkey,404,"['Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/533.17.8 (KHTML, like Gecko) Version/5.0.1 Safari/533.17.8']"
52,hu,29.167.156.143,2022/8/27,17,22,45,GET www/6 HTTP/1.0,https://www.baidu.com/s?wd=milk,200,"['Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/533.17.8 (KHTML, like Gecko) Version/5.0.1 Safari/533.17.8']"
53,chen,29.30.156.167,2022/8/27,18,26,12,GET www/2 HTTP/1.0,https://www.baidu.com/s?wd=student,200,"['Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/22.0.1207.1 Safari/537.1']"
54,liu,143.30.132.29,2022/8/27,10,26,39,GET pianhua/130 HTTP/1.0,http://cn.bing.com/search?q=milk,302,"['Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.6 (KHTML, like Gecko) Chrome/20.0.1090.0 Safari/536.6']"
55,zhang,156.10.124.143,2022/8/27,20,7,58,GET www/3 HTTP/1.0,https://www.baidu.com/s?wd=monkey,404,"['Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1062.0 Safari/536.3']"
56,yan,132.167.187.10,2022/8/27,19,16,21,GET pianhua/130 HTTP/1.0,https://www.sogou.com/web?qu=monkey,302,['Opera/9.80 (Android 2.3.4; Linux; Opera mobi/adr-1107051709; U; zh-cn) Presto/2.8.149 Version/11.10']
57,li,167.10.100.124,2022/8/27,14,7,1,GET www/6 HTTP/1.0,https://www.sogou.com/web?qu=teacher,302,"['Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1061.1 Safari/536.3']"
58,zhang,124.132.167.100,2022/8/27,23,44,55,GET www/6 HTTP/1.0,https://www.sogou.com/web?qu=student,302,"['Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.6 (KHTML, like Gecko) Chrome/20.0.1090.0 Safari/536.6']"
59,hu,100.29.132.10,2022/8/27,19,7,38,GET toukouxu/821 HTTP/1.0,http://cn.bing.com/search?q=milk,200,"['Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1063.0 Safari/536.3']"
60,hu,143.187.132.167,2022/8/27,9,24,17,GET pianhua/130 HTTP/1.0,http://cn.bing.com/search?q=teacher,302,['Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)']
61,chen,10.156.143.29,2022/8/27,10,6,16,GET www/2 HTTP/1.0,https://www.so.com/s?q=file,404,"['Mozilla/5.0 (Windows NT 6.0) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.36 Safari/536.5']"
62,zhang,167.187.132.100,2022/8/27,18,52,46,GET www/4 HTTP/1.0,https://www.so.com/s?q=monkey,404,"['Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1063.0 Safari/536.3']"
63,yan,156.10.124.187,2022/8/27,10,32,22,GET www/6 HTTP/1.0,https://www.so.com/s?q=teacher,302,"['Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/22.0.1207.1 Safari/537.1']"
64,li,156.143.100.30,2022/8/27,16,34,32,GET www/3 HTTP/1.0,http://cn.bing.com/search?q=student,200,['Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0)']
65,liu,100.156.143.132,2022/8/27,9,51,20,GET www/1 HTTP/1.0,https://www.baidu.com/s?wd=file,404,"['Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1061.0 Safari/536.3']"
66,zhang,156.100.143.124,2022/8/27,15,44,52,GET www/1 HTTP/1.0,https://www.sogou.com/web?qu=monkey,404,['Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)']
67,liu,132.156.10.30,2022/8/27,15,29,46,GET www/1 HTTP/1.0,https://www.so.com/s?q=milk,302,"['Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.9 Safari/536.5']"
68,wang,132.156.30.187,2022/8/27,4,55,46,GET www/1 HTTP/1.0,http://cn.bing.com/search?q=teacher,200,"['Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.9 Safari/536.5']"
69,zhang,167.124.143.100,2022/8/27,22,2,12,GET www/3 HTTP/1.0,https://www.so.com/s?q=teacher,200,"['Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1061.1 Safari/536.3']"
70,li,100.143.187.167,2022/8/27,10,2,45,GET www/1 HTTP/1.0,https://www.baidu.com/s?wd=file,404,['Mozilla/5.0 (Macintosh; U; Mac OS X Mach-O; en-US; rv:2.0a) Gecko/20040614 Firefox/3.0.0 ']
71,hu,10.167.132.124,2022/8/27,0,16,57,GET www/4 HTTP/1.0,https://www.baidu.com/s?wd=monkey,302,['Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10.5; en-US; rv:1.9.0.3) Gecko/2008092414 Firefox/3.0.3']
72,liu,30.187.100.167,2022/8/27,15,7,8,GET www/1 HTTP/1.0,https://www.sogou.com/web?qu=file,404,"['Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1062.0 Safari/536.3']"
73,wang,10.30.167.156,2022/8/27,16,38,51,GET pianhua/130 HTTP/1.0,http://cn.bing.com/search?q=teacher,302,['Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; en-US; rv:1.9.2.14) Gecko/20110218 AlexaToolbar/alxf-2.0 Firefox/3.6.14']
74,hu,187.100.30.143,2022/8/27,22,9,53,GET www/3 HTTP/1.0,https://www.sogou.com/web?qu=student,404,"['Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1061.0 Safari/536.3']"
75,liu,100.167.29.30,2022/8/27,13,1,6,GET www/4 HTTP/1.0,http://cn.bing.com/search?q=monkey,302,['Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:2.0.1) Gecko/20100101']
76,hu,10.132.124.29,2022/8/27,17,25,37,GET www/2 HTTP/1.0,https://www.sogou.com/web?qu=file,302,['Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; en-US; rv:1.9.2.14) Gecko/20110218 AlexaToolbar/alxf-2.0 Firefox/3.6.14']
77,wang,124.30.10.156,2022/8/27,3,32,36,GET www/1 HTTP/1.0,https://www.so.com/s?q=monkey,200,"['Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1062.0 Safari/536.3']"
78,chen,156.124.29.132,2022/8/27,6,52,44,GET www/1 HTTP/1.0,https://www.baidu.com/s?wd=monkey,302,['Opera/9.80 (Android 2.3.4; Linux; Opera mobi/adr-1107051709; U; zh-cn) Presto/2.8.149 Version/11.10']
79,li,187.10.29.132,2022/8/27,6,43,16,GET www/4 HTTP/1.0,http://cn.bing.com/search?q=file,404,['Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0)']
80,yan,124.100.143.187,2022/8/27,5,6,52,GET www/4 HTTP/1.0,https://www.sogou.com/web?qu=teacher,302,"['Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/533.17.8 (KHTML, like Gecko) Version/5.0.1 Safari/533.17.8']"
81,zhang,29.156.30.132,2022/8/27,18,30,16,GET www/1 HTTP/1.0,https://www.sogou.com/web?qu=milk,200,"['Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1061.1 Safari/536.3']"
82,li,30.167.187.29,2022/8/27,20,16,23,GET www/1 HTTP/1.0,http://cn.bing.com/search?q=milk,404,['Opera/9.80 (Windows NT 6.1; U; en) Presto/2.8.131 Version/11.11']
83,yan,124.187.10.30,2022/8/27,6,45,33,GET www/2 HTTP/1.0,https://www.so.com/s?q=monkey,404,"['Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1061.0 Safari/536.3']"
84,liu,167.124.10.187,2022/8/27,9,19,41,GET toukouxu/821 HTTP/1.0,https://www.so.com/s?q=teacher,200,"['Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.6 (KHTML, like Gecko) Chrome/20.0.1092.0 Safari/536.6']"
85,liu,30.156.10.100,2022/8/27,18,2,7,GET www/4 HTTP/1.0,https://www.sogou.com/web?qu=file,200,"['Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.6 (KHTML, like Gecko) Chrome/20.0.1090.0 Safari/536.6']"
86,yan,167.100.156.187,2022/8/27,16,25,58,GET www/4 HTTP/1.0,https://www.so.com/s?q=teacher,404,"['Mozilla/5.0 (X11; CrOS i686 2268.111.0) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.57 Safari/536.11']"
87,yan,187.29.143.167,2022/8/27,1,34,22,GET pianhua/130 HTTP/1.0,https://www.so.com/s?q=file,302,['Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10.5; en-US; rv:1.9.2.15) Gecko/20110303 Firefox/3.6.15']
88,zhang,187.29.124.30,2022/8/27,2,5,10,GET toukouxu/821 HTTP/1.0,https://www.baidu.com/s?wd=file,404,['Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10.5; en-US; rv:1.9.0.3) Gecko/2008092414 Firefox/3.0.3']
89,hu,29.167.10.187,2022/8/27,20,2,24,GET www/4 HTTP/1.0,https://www.sogou.com/web?qu=file,200,['Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10.5; en-US; rv:1.9.0.3) Gecko/2008092414 Firefox/3.0.3']
90,chen,100.143.29.132,2022/8/27,21,23,34,GET pianhua/130 HTTP/1.0,https://www.sogou.com/web?qu=file,200,"['Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/535.24 (KHTML, like Gecko) Chrome/19.0.1055.1 Safari/535.24']"
91,liu,132.187.167.156,2022/8/27,3,14,19,GET www/4 HTTP/1.0,https://www.sogou.com/web?qu=milk,302,['Opera/9.80 (Windows NT 6.1; U; en) Presto/2.8.131 Version/11.11']
92,yan,156.29.124.100,2022/8/27,2,24,20,GET www/4 HTTP/1.0,http://cn.bing.com/search?q=monkey,404,"['Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.9 Safari/536.5']"
93,li,132.143.29.124,2022/8/27,10,42,39,GET toukouxu/821 HTTP/1.0,https://www.sogou.com/web?qu=teacher,302,"['Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/535.24 (KHTML, like Gecko) Chrome/19.0.1055.1 Safari/535.24']"
94,li,132.30.100.124,2022/8/27,0,27,1,GET www/6 HTTP/1.0,https://www.so.com/s?q=student,302,"['Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5']"
95,li,167.156.10.143,2022/8/27,19,18,22,GET www/6 HTTP/1.0,https://www.baidu.com/s?wd=student,200,"['Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/19.77.34.5 Safari/537.1']"
96,wang,132.124.156.30,2022/8/27,6,24,29,GET www/6 HTTP/1.0,https://www.baidu.com/s?wd=student,404,['Opera/9.80 (Windows NT 6.1; U; en) Presto/2.8.131 Version/11.11']
97,wang,187.132.30.143,2022/8/27,3,20,1,GET toukouxu/821 HTTP/1.0,https://www.so.com/s?q=teacher,302,"['Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.24 (KHTML, like Gecko) Chrome/19.0.1055.1 Safari/535.24']"
98,chen,124.30.10.29,2022/8/27,13,1,3,GET www/3 HTTP/1.0,https://www.so.com/s?q=student,302,"['Mozilla/5.0 (Windows NT 6.0) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.36 Safari/536.5']"
99,wang,187.143.132.29,2022/8/27,9,2,16,GET www/1 HTTP/1.0,https://www.so.com/s?q=monkey,404,"['Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1062.0 Safari/536.3']"
100,yan,100.30.132.29,2022/8/27,4,27,19,GET www/3 HTTP/1.0,http://cn.bing.com/search?q=milk,404,"['Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1061.1 Safari/536.3']"
101,wang,29.187.156.10,2022/8/27,11,33,55,GET www/1 HTTP/1.0,https://www.sogou.com/web?qu=monkey,302,"['Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1063.0 Safari/536.3']"
102,wang,132.10.124.187,2022/8/27,16,7,30,GET www/6 HTTP/1.0,https://www.so.com/s?q=milk,302,"['Mozilla/5.0 (Windows NT 6.0) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.36 Safari/536.5']"
103,liu,167.156.10.187,2022/8/27,13,21,24,GET www/2 HTTP/1.0,https://www.sogou.com/web?qu=student,404,['Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10.5; en-US; rv:1.9.0.3) Gecko/2008092414 Firefox/3.0.3']
104,zhang,29.100.156.10,2022/8/27,0,30,16,GET toukouxu/821 HTTP/1.0,http://cn.bing.com/search?q=monkey,302,['Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:2.0.1) Gecko/20100101']
105,hu,100.132.29.124,2022/8/27,20,7,11,GET toukouxu/821 HTTP/1.0,https://www.baidu.com/s?wd=teacher,404,"['Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.9 Safari/536.5']"
106,hu,10.132.143.29,2022/8/27,13,1,15,GET www/6 HTTP/1.0,http://cn.bing.com/search?q=teacher,302,['Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.1) Gecko/20090624 Firefox/3.5']
107,hu,132.187.124.100,2022/8/27,13,9,47,GET toukouxu/821 HTTP/1.0,https://www.so.com/s?q=student,302,"['Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/19.77.34.5 Safari/537.1']"
108,chen,10.100.143.132,2022/8/27,3,18,2,GET www/1 HTTP/1.0,http://cn.bing.com/search?q=monkey,200,['Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:2.0.1) Gecko/20100101']
